Transaction_ID,Date,Customer_ID,Product_Category,Product_Name,Price,Quantity,Payment_Status,Total_Value,Refund_Amount,Issue_Category,Ticket_Count,Net_Revenue,Has_Return
100551,2023-12-02,C0200,Electronics,Tablet A,445.23,1,Paid,445.23,0.0,No complaint,,445.23,False
100404,2023-11-29,C0017, Smart Home ,NordTherm,83.85,1,Paid,83.85,0.0,No complaint,,83.85,False
100715,2023-12-06,C0002,Electronics,NoiseCancel Headphones,330.75,1,Paid,330.75,0.0,No complaint,,330.75,False
100431,2023-11-29,C0310,Smart Home,NordLock Pro,193.31,1,Paid,193.31,0.0,No complaint,,193.31,False
100608,2023-12-04,C0024,Smart Home,NordTherm,81.21,1,Paid,81.21,0.0,No complaint,,81.21,False
100648,2023-12-05,C0024,Electronics ,Smartphone Z,834.38,1,Paid,834.38,0.0,No complaint,,834.38,False
100623,2023-12-04,C0002,Accessories,Laptop Sleeve,43.96,2,Paid,87.92,0.0,No complaint,,87.92,False
100341,2023-11-27,C0006,Electronics,NoiseCancel Headphones,300.7,2,Paid,601.4,0.0,No complaint,,601.4,False
100742,2023-12-07,C0001, Accessories ,USB-C Cable,10.69,4,Paid,42.76,0.0,No complaint,,42.76,False
100873,2023-12-09,C0004,Electronics,Smartphone Z,863.18,1,Paid,863.18,0.0,No complaint,,863.18,False
100078,2023-11-18,C0007,Electronics,Tablet A,527.12,1,Paid,527.12,0.0,No complaint,,527.12,False
101143,2023-12-10,C0001,Electronics ,TV Pro,970.6,1,Paid,970.6,0.0,No complaint,,970.6,False
100272,2023-11-25,C0003, Electronics ,TV Pro,1118.62,1,Paid,1118.62,0.0,No complaint,,1118.62,False
100081,2023-11-18,C0091,Electronics,Tablet A,372.51,1,Paid,372.51,0.0,No complaint,,372.51,False
100280,2023-11-25,C0002,Accessories,Charger,39.36,1,Paid,39.36,0.0,No complaint,,39.36,False
100837,2023-12-08,C0006,Electronics,Tablet A,702.29,1,Paid,702.29,0.0,No complaint,,702.29,False
100506,2023-12-01,C0057, Accessories,Screen Protector,7.12,1,Paid,7.12,0.0,Product Defect,1.0,7.12,False
100364,2023-11-28,C0003,Electronics,TV Pro,1094.93,1,Paid,1094.93,0.0,No complaint,,1094.93,False
101173,2023-12-07,C0002,Electronics ,Tablet A,636.8,1,Paid,636.8,0.0,No complaint,,636.8,False
100040,2023-11-16,C0238,Electronics,Laptop X,1653.4,1,Paid,1653.4,0.0,No complaint,,1653.4,False
101085,2023-12-13,C0038,Smart Home,NordCam Mini,91.86,2,Paid,183.72,0.0,No complaint,,183.72,False
100412,2023-11-29,C0053,Electronics,TV Pro,1261.41,1,Paid,1261.41,0.0,No complaint,,1261.41,False
100278,2023-11-25,C0181,Smart Home,NordLock Pro,247.91,1,Paid,247.91,0.0,No complaint,,247.91,False
101101,2023-12-14,C0004,Smart Home,NordLock Pro,211.15,1,Paid,211.15,0.0,"Other, Product Defect",2.0,211.15,False
100565,2023-12-03,C0005,Smart Home,NordLock Pro,185.0,1,Paid,185.0,0.0,No complaint,,185.0,False
100827,2023-12-08,C0013, Electronics ,Tablet A,665.07,1,Paid,665.07,665.07,No complaint,,0.0,True
100561,2023-12-03,C0002,Electronics,Tablet A,771.78,1,Paid,771.78,0.0,No complaint,,771.78,False
101183,2023-11-21,C0170,Accessories,Charger,30.35,2,Paid,60.7,0.0,No complaint,,60.7,False
100345,2023-11-27,C0250,Electronics,TV Pro,1536.64,1,Paid,1536.64,0.0,No complaint,,1536.64,False
101047,2023-12-13,C0023,Electronics,Tablet A,441.24,1,Paid,441.24,0.0,Product Defect,1.0,441.24,False
100471,2023-11-30,C0019, Smart Home ,NordLock Pro,180.99,1,Paid,180.99,0.0,No complaint,,180.99,False
100303,2023-11-26,C0003, Smart Home ,NordLock Pro,224.82,1,Paid,224.82,0.0,No complaint,,224.82,False
101002,2023-12-12,C0008,Electronics,Tablet A,318.91,1,Paid,318.91,0.0,No complaint,,318.91,False
100570,2023-12-03,C0001, Accessories,Laptop Sleeve,19.23,1,Paid,19.23,0.0,No complaint,,19.23,False
100058,2023-11-17,C0031,Electronics,TV Pro,914.97,1,Paid,914.97,0.0,No complaint,,914.97,False
100395,2023-11-29,C0169,Electronics,NoiseCancel Headphones,180.76,1,Paid,180.76,0.0,Shipping Issue,1.0,180.76,False
100093,2023-11-18,C0004,Electronics ,Smartphone Z,894.13,1,Paid,894.13,0.0,No complaint,,894.13,False
100798,2023-12-08,C0004, Accessories ,Laptop Sleeve,41.56,1,Paid,41.56,0.0,No complaint,,41.56,False
100573,2023-12-03,C0008,Electronics,Laptop X,1597.38,1,Paid,1597.38,0.0,No complaint,,1597.38,False
100484,2023-12-01,C0137, Smart Home ,NordCam Mini,80.0,1,Paid,80.0,0.0,Shipping Issue,1.0,80.0,False
100261,2023-11-25,C0010, Electronics ,NoiseCancel Headphones,258.75,1,Paid,258.75,258.75,"Shipping Issue, Product Defect",2.0,0.0,True
100084,2023-11-18,C0001, Accessories,Wireless Mouse,56.31,1,Paid,56.31,0.0,No complaint,,56.31,False
100592,2023-12-03,C0024,Smart Home,NordLock Pro,189.75,1,Paid,189.75,0.0,No complaint,,189.75,False
100003,2023-11-15,C0059,Electronics,Laptop X,1446.04,1,Paid,1446.04,0.0,No complaint,,1446.04,False
100042,2023-11-16,C0002,Accessories,Charger,18.8,3,Paid,56.400000000000006,0.0,No complaint,,56.400000000000006,False
100327,2023-11-27,C0002,Electronics,Laptop X,1437.5,1,Paid,1437.5,0.0,No complaint,,1437.5,False
100087,2023-11-18,C0002, Accessories,Accessory Bundle,32.79,1,Paid,32.79,0.0,No complaint,,32.79,False
100457,2023-11-30,C0010,Accessories,Screen Protector,5.0,1,Paid,5.0,0.0,No complaint,,5.0,False
100965,2023-12-11,C0279, Accessories ,Screen Protector,12.26,1,Paid,12.26,0.0,Shipping Issue,1.0,12.26,False
101028,2023-12-12,C0044,Accessories,Wireless Mouse,31.71,1,Paid,31.71,0.0,Other,1.0,31.71,False
100731,2023-12-06,C0002,Electronics,TV Pro,1405.31,2,Paid,2810.62,0.0,No complaint,,2810.62,False
100852,2023-12-09,C0113, Accessories ,USB-C Cable,18.62,2,Paid,37.24,0.0,No complaint,,37.24,False
100916,2023-12-10,C0003,Electronics ,Laptop X,1608.63,1,Paid,1608.63,0.0,No complaint,,1608.63,False
101071,2023-12-13,C0013,Accessories,Wireless Mouse,26.47,2,Paid,52.94,0.0,Other,1.0,52.94,False
101160,2023-11-25,C0004,Accessories,Phone Case,19.93,2,Paid,39.86,0.0,No complaint,,39.86,False
100108,2023-11-19,C0008, Smart Home ,NordPlug,24.89,1,Paid,24.89,0.0,No complaint,,24.89,False
100690,2023-12-06,C0003, Smart Home ,NordLock Pro,192.91,1,Paid,192.91,0.0,No complaint,,192.91,False
100986,2023-12-11,C0178,Accessories,Charger,45.19,4,Paid,180.76,0.0,Shipping Issue,1.0,180.76,False
100747,2023-12-07,C0006, Accessories ,Screen Protector,11.32,4,Paid,45.28,0.0,No complaint,,45.28,False
101059,2023-12-13,C0002,Smart Home,NordLock Pro,202.54,1,Paid,202.54,0.0,No complaint,,202.54,False
101184,2023-11-28,C0001,Smart Home,NordLock Pro,210.88,1,Paid,210.88,0.0,No complaint,,210.88,False
100165,2023-11-22,C0001, Electronics ,Smartphone Z,771.06,1,Paid,771.06,0.0,No complaint,,771.06,False
100779,2023-12-07,C0001,Electronics,TV Pro,916.41,1,Paid,916.41,0.0,No complaint,,916.41,False
100039,2023-11-16,C0003,Accessories,Accessory Bundle,91.93,2,Paid,183.86,0.0,No complaint,,183.86,False
100149,2023-11-21,C0001,Electronics,Tablet A,475.44,1,Paid,475.44,0.0,No complaint,,475.44,False
100068,2023-11-17,C0004,Accessories,Accessory Bundle,84.63,2,Paid,169.26,0.0,No complaint,,169.26,False
100260,2023-11-25,C0003, Electronics ,Smartphone Z,706.61,2,Paid,1413.22,0.0,No complaint,,1413.22,False
100558,2023-12-03,C0008,Electronics,Tablet A,356.42,1,Paid,356.42,0.0,No complaint,,356.42,False
100184,2023-11-22,C0028, Smart Home ,NordLock Pro,210.27,2,Paid,420.54,0.0,No complaint,,420.54,False
101079,2023-12-13,C0003,Accessories,Charger,40.81,1,Paid,40.81,0.0,No complaint,,40.81,False
101094,2023-12-14,C0030,Electronics,Laptop X,1326.3,2,Paid,2652.6,0.0,"Product Defect, Other",3.0,2652.6,False
100944,2023-12-11,C0289,Electronics,NoiseCancel Headphones,157.39,1,Paid,157.39,0.0,No complaint,,157.39,False
100054,2023-11-17,C0011,Electronics,Laptop X,1798.82,1,Paid,1798.82,0.0,No complaint,,1798.82,False
100617,2023-12-04,C0002,Electronics,Tablet A,351.21,1,Paid,351.21,0.0,No complaint,,351.21,False
100136,2023-11-20,C0256,Smart Home,NordTherm,85.0,2,Paid,170.0,0.0,No complaint,,170.0,False
100974,2023-12-11,C0031,Accessories,Accessory Bundle,68.13,3,Paid,204.39,0.0,Product Defect,2.0,204.39,False
100955,2023-12-11,C0002, Accessories,Screen Protector,5.43,1,Paid,5.43,0.0,No complaint,,5.43,False
100221,2023-11-24,C0001, Electronics ,TV Pro,1386.66,1,Paid,1386.66,0.0,No complaint,,1386.66,False
101060,2023-12-13,C0001,Electronics ,TV Pro,1293.65,1,Paid,1293.65,0.0,No complaint,,1293.65,False
100726,2023-12-06,C0001,Electronics,NoiseCancel Headphones,302.52,1,Paid,302.52,0.0,No complaint,,302.52,False
101151,2023-12-11,C0007, Accessories ,Accessory Bundle,44.45,1,Paid,44.45,0.0,No complaint,,44.45,False
100861,2023-12-09,C0046,Smart Home,NordLock Pro,201.0,1,Paid,201.0,0.0,Product Defect,2.0,201.0,False
100329,2023-11-27,C0001, Accessories ,Phone Case,12.21,2,Paid,24.42,0.0,No complaint,,24.42,False
100835,2023-12-08,C0023,Electronics,Laptop X,1517.2,1,Paid,1517.2,0.0,No complaint,,1517.2,False
100312,2023-11-26,C0148,Electronics,Laptop X,1691.9,1,Paid,1691.9,0.0,No complaint,,1691.9,False
100377,2023-11-28,C0009,Accessories,USB-C Cable,19.51,1,Paid,19.51,0.0,No complaint,,19.51,False
100639,2023-12-04,C0042,Smart Home,NordLock Pro,223.67,2,Paid,447.34,0.0,No complaint,,447.34,False
101098,2023-12-14,C0001,Accessories,Charger,22.04,1,Paid,22.04,0.0,No complaint,,22.04,False
100173,2023-11-22,C0008,Electronics,Smartphone Z,1043.81,1,Paid,1043.81,0.0,No complaint,,1043.81,False
100883,2023-12-09,C0002,Electronics,Laptop X,1389.38,1,Paid,1389.38,0.0,No complaint,,1389.38,False
100560,2023-12-03,C0196,Electronics,Smartphone Z,840.55,1,Paid,840.55,0.0,No complaint,,840.55,False
100289,2023-11-25,C0005, Smart Home ,NordLock Pro,249.63,2,Paid,499.26,0.0,No complaint,,499.26,False
100294,2023-11-25,C0002, Accessories,USB-C Cable,13.57,2,Paid,27.14,0.0,No complaint,,27.14,False
100435,2023-11-29,C0008,Accessories,Screen Protector,8.41,3,Paid,25.23,0.0,No complaint,,25.23,False
101154,2023-12-11,C0015,Smart Home,NordLock Pro,241.95,1,Paid,241.95,0.0,No complaint,,241.95,False
100666,2023-12-05,C0001,Accessories,Laptop Sleeve,22.57,4,Paid,90.28,0.0,No complaint,,90.28,False
100270,2023-11-25,C0031,Accessories,Laptop Sleeve,17.02,2,Paid,34.04,0.0,No complaint,,34.04,False
101087,2023-12-14,C0009, Electronics ,Tablet A,484.26,1,Paid,484.26,0.0,No complaint,,484.26,False
100321,2023-11-27,C0004, Accessories ,Accessory Bundle,51.76,1,Paid,51.76,0.0,No complaint,,51.76,False
100462,2023-11-30,C0009,Electronics,Laptop X,1389.57,1,Paid,1389.57,0.0,No complaint,,1389.57,False
100218,2023-11-23,C0004,Electronics,Smartphone Z,989.29,2,Paid,1978.58,0.0,No complaint,,1978.58,False
100083,2023-11-18,C0002,Smart Home,NordLock Pro,215.0,1,Paid,215.0,0.0,No complaint,,215.0,False
100273,2023-11-25,C0002,Electronics,Laptop X,1374.89,1,Paid,1374.89,0.0,No complaint,,1374.89,False
100637,2023-12-04,C0003,Electronics,Smartphone Z,713.0,1,Paid,713.0,0.0,No complaint,,713.0,False
101103,2023-12-14,C0103, Accessories,Accessory Bundle,63.95,1,Paid,63.95,0.0,"Product Defect, Other",2.0,63.95,False
100178,2023-11-22,C0025,Electronics,NoiseCancel Headphones,252.35,1,Paid,252.35,0.0,No complaint,,252.35,False
100593,2023-12-03,C0297,Accessories,Laptop Sleeve,27.83,1,Paid,27.83,0.0,No complaint,,27.83,False
100401,2023-11-29,C0017,Accessories,Phone Case,10.0,1,Paid,10.0,0.0,No complaint,,10.0,False
100438,2023-11-30,C0010, Accessories,Charger,20.58,1,Paid,20.58,0.0,No complaint,,20.58,False
100600,2023-12-04,C0043,Accessories,Phone Case,32.88,1,Paid,32.88,0.0,No complaint,,32.88,False
100753,2023-12-07,C0040, Electronics ,Tablet A,436.32,1,Paid,436.32,0.0,No complaint,,436.32,False
100765,2023-12-07,C0080,Electronics,Laptop X,1361.87,1,Paid,1361.87,0.0,No complaint,,1361.87,False
100782,2023-12-07,C0001,Smart Home,NordLock Pro,201.0,2,Paid,402.0,0.0,No complaint,,402.0,False
101064,2023-12-13,C0002,Accessories,Phone Case,16.39,3,Paid,49.17,0.0,No complaint,,49.17,False
100936,2023-12-11,C0151,Electronics,TV Pro,1641.8,1,Paid,1641.8,0.0,Shipping Issue,1.0,1641.8,False
100489,2023-12-01,C0015,Electronics,Tablet A,559.0,2,Paid,1118.0,0.0,No complaint,,1118.0,False
100238,2023-11-24,C0270,Accessories,USB-C Cable,17.0,1,Paid,17.0,0.0,No complaint,,17.0,False
100026,2023-11-16,C0091,Electronics,NoiseCancel Headphones,192.39,1,Paid,192.39,0.0,No complaint,,192.39,False
100244,2023-11-24,C0002,Electronics ,NoiseCancel Headphones,229.51,1,Paid,229.51,0.0,No complaint,,229.51,False
100828,2023-12-08,C0001, Accessories,Screen Protector,13.81,2,Paid,27.62,0.0,No complaint,,27.62,False
100976,2023-12-11,C0008,Electronics ,Tablet A,365.96,1,Paid,365.96,0.0,No complaint,,365.96,False
100427,2023-11-29,C0001,Electronics,TV Pro,1187.16,1,Paid,1187.16,0.0,No complaint,,1187.16,False
100023,2023-11-16,C0016, Accessories ,Accessory Bundle,30.78,1,Paid,30.78,0.0,No complaint,,30.78,False
100256,2023-11-24,C0002, Smart Home ,NordLock Pro,235.74,1,Paid,235.74,0.0,No complaint,,235.74,False
100293,2023-11-25,C0001, Accessories,Charger,40.76,1,Paid,40.76,0.0,No complaint,,40.76,False
100811,2023-12-08,C0008, Electronics ,NoiseCancel Headphones,161.34,1,Paid,161.34,0.0,No complaint,,161.34,False
100295,2023-11-25,C0001,Electronics,Smartphone Z,789.49,1,Paid,789.49,0.0,No complaint,,789.49,False
100785,2023-12-07,C0034,Electronics,Smartphone Z,1072.68,1,Paid,1072.68,0.0,No complaint,,1072.68,False
100122,2023-11-20,C0113, Accessories,Phone Case,33.56,1,Paid,33.56,0.0,No complaint,,33.56,False
100807,2023-12-08,C0007,Accessories,USB-C Cable,12.72,1,Paid,12.72,0.0,No complaint,,12.72,False
100953,2023-12-11,C0015,Smart Home,NordLock Pro,241.95,1,Paid,241.95,0.0,No complaint,,241.95,False
101084,2023-12-13,C0225,Accessories,Laptop Sleeve,20.38,2,Paid,40.76,0.0,No complaint,,40.76,False
100317,2023-11-27,C0001,Electronics,Smartphone Z,724.77,1,Paid,724.77,0.0,No complaint,,724.77,False
100503,2023-12-01,C0122,Smart Home,NordLock Pro,207.18,1,Paid,207.18,0.0,"Refund Request, Shipping Issue, Product Defect, Other",5.0,207.18,False
100190,2023-11-22,C0215,Electronics,Smartphone Z,846.71,2,Paid,1693.42,0.0,No complaint,,1693.42,False
100763,2023-12-07,C0001,Accessories,USB-C Cable,16.94,1,Paid,16.94,0.0,No complaint,,16.94,False
100171,2023-11-22,C0090,Accessories,Charger,28.87,4,Paid,115.48,0.0,No complaint,,115.48,False
100155,2023-11-21,C0003,Electronics ,TV Pro,1019.81,1,Paid,1019.81,0.0,No complaint,,1019.81,False
100177,2023-11-22,C0002,Electronics,NoiseCancel Headphones,309.0,1,Paid,309.0,0.0,No complaint,,309.0,False
100350,2023-11-27,C0038, Accessories ,Charger,34.12,2,Paid,68.24,0.0,Other,1.0,68.24,False
100583,2023-12-03,C0001, Electronics ,TV Pro,1181.73,1,Paid,1181.73,0.0,No complaint,,1181.73,False
101191,2023-11-15,C0002,Electronics,Tablet A,488.25,1,Paid,488.25,0.0,No complaint,,488.25,False
101035,2023-12-12,C0001, Smart Home ,NordLock Pro,195.28,2,Paid,390.56,0.0,Shipping Issue,1.0,390.56,False
101031,2023-12-12,C0020,Smart Home,NordLock Pro,205.55,1,Paid,205.55,0.0,No complaint,,205.55,False
100524,2023-12-02,C0104, Accessories ,Wireless Mouse,18.15,1,Paid,18.15,0.0,No complaint,,18.15,False
100777,2023-12-07,C0206, Accessories ,Phone Case,16.43,1,Paid,16.43,0.0,No complaint,,16.43,False
101175,2023-12-07,C0004,Electronics,Smartphone Z,893.14,1,Paid,893.14,0.0,No complaint,,893.14,False
100607,2023-12-04,C0054,Electronics ,Laptop X,1698.65,1,Paid,1698.65,0.0,Refund Request,1.0,1698.65,False
100983,2023-12-11,C0038,Accessories,Laptop Sleeve,38.52,2,Paid,77.04,0.0,No complaint,,77.04,False
100562,2023-12-03,C0142, Accessories ,USB-C Cable,17.33,1,Paid,17.33,0.0,No complaint,,17.33,False
100842,2023-12-08,C0007,Electronics,Laptop X,1714.94,1,Paid,1714.94,1714.94,No complaint,,0.0,True
101187,2023-11-29,C0017, Smart Home ,NordTherm,83.85,1,Paid,83.85,0.0,No complaint,,83.85,False
100630,2023-12-04,C0069,Accessories,Wireless Mouse,13.89,1,Paid,13.89,0.0,Other,1.0,13.89,False
100898,2023-12-10,C0001,Smart Home,NordLock Pro,241.97,1,Paid,241.97,0.0,No complaint,,241.97,False
100067,2023-11-17,C0003,Accessories,Wireless Mouse,56.08,1,Paid,56.08,56.08,No complaint,,0.0,True
100714,2023-12-06,C0001,Accessories,Screen Protector,12.92,1,Paid,12.92,0.0,No complaint,,12.92,False
100958,2023-12-11,C0001,Accessories,Charger,43.0,3,Paid,129.0,0.0,No complaint,,129.0,False
100696,2023-12-06,C0135, Smart Home ,NordLock Pro,225.0,2,Paid,450.0,0.0,"Shipping Issue, Product Defect",3.0,450.0,False
100334,2023-11-27,C0005,Electronics,Tablet A,322.05,1,Paid,322.05,0.0,No complaint,,322.05,False
100733,2023-12-06,C0050, Accessories,Charger,48.23,3,Paid,144.69,0.0,No complaint,,144.69,False
100913,2023-12-10,C0001,Accessories,Wireless Mouse,19.15,1,Paid,19.15,0.0,Product Defect,1.0,19.15,False
100644,2023-12-04,C0301, Accessories,USB-C Cable,9.53,2,Paid,19.06,0.0,Other,3.0,19.06,False
100541,2023-12-02,C0020,Accessories,Wireless Mouse,58.32,1,Paid,58.32,0.0,No complaint,,58.32,False
100621,2023-12-04,C0003,Electronics,Laptop X,1776.33,1,Paid,1776.33,0.0,No complaint,,1776.33,False
100577,2023-12-03,C0002, Smart Home ,NordLock Pro,213.5,2,Paid,427.0,427.0,No complaint,,0.0,True
100045,2023-11-17,C0115,Electronics,TV Pro,1532.19,1,Paid,1532.19,0.0,No complaint,,1532.19,False
100080,2023-11-18,C0002,Accessories,Accessory Bundle,35.86,2,Paid,71.72,0.0,No complaint,,71.72,False
100911,2023-12-10,C0003,Electronics,NoiseCancel Headphones,254.21,1,Paid,254.21,0.0,No complaint,,254.21,False
100990,2023-12-12,C0157, Electronics ,NoiseCancel Headphones,328.41,2,Paid,656.82,0.0,Shipping Issue,1.0,656.82,False
100634,2023-12-04,C0002,Electronics,Smartphone Z,810.82,1,Paid,810.82,0.0,No complaint,,810.82,False
100118,2023-11-19,C0068,Accessories,Laptop Sleeve,38.0,1,Paid,38.0,0.0,No complaint,,38.0,False
100906,2023-12-10,C0048, Electronics ,NoiseCancel Headphones,158.01,1,Paid,158.01,0.0,No complaint,,158.01,False
100332,2023-11-27,C0002,Electronics,Laptop X,1608.06,1,Paid,1608.06,0.0,No complaint,,1608.06,False
101117,2023-12-14,C0018, Accessories,Charger,27.0,2,Paid,54.0,0.0,No complaint,,54.0,False
100755,2023-12-07,C0003, Accessories,Accessory Bundle,76.3,2,Paid,152.6,0.0,No complaint,,152.6,False
100483,2023-12-01,C0001,Smart Home,NordLock Pro,216.17,1,Paid,216.17,0.0,No complaint,,216.17,False
100047,2023-11-17,C0006,Smart Home,NordLock Pro,208.67,1,Paid,208.67,0.0,No complaint,,208.67,False
100605,2023-12-04,C0013,Smart Home,NordTherm,142.49,1,Paid,142.49,0.0,No complaint,,142.49,False
100124,2023-11-20,C0004,Electronics,NoiseCancel Headphones,233.73,1,Paid,233.73,0.0,No complaint,,233.73,False
100240,2023-11-24,C0018,Accessories,USB-C Cable,13.43,2,Paid,26.86,0.0,Shipping Issue,1.0,26.86,False
100027,2023-11-16,C0004,Electronics ,NoiseCancel Headphones,170.89,1,Paid,170.89,0.0,No complaint,,170.89,False
101168,2023-11-28,C0004, Smart Home ,NordLock Pro,246.71,1,Paid,246.71,0.0,No complaint,,246.71,False
100057,2023-11-17,C0061,Electronics,TV Pro,1046.02,1,Paid,1046.02,0.0,No complaint,,1046.02,False
101072,2023-12-13,C0001,Smart Home,NordLock Pro,212.32,1,Paid,212.32,0.0,No complaint,,212.32,False
100709,2023-12-06,C0001,Accessories,Wireless Mouse,54.54,3,Paid,163.62,0.0,No complaint,,163.62,False
101045,2023-12-13,C0027,Smart Home,NordPlug,32.53,2,Paid,65.06,0.0,No complaint,,65.06,False
100379,2023-11-28,C0001,Accessories,Accessory Bundle,67.03,2,Paid,134.06,0.0,No complaint,,134.06,False
100316,2023-11-26,C0002,Electronics,Tablet A,597.79,1,Paid,597.79,0.0,No complaint,,597.79,False
100907,2023-12-10,C0005,Electronics ,TV Pro,1352.21,1,Paid,1352.21,0.0,No complaint,,1352.21,False
100180,2023-11-22,C0006,Electronics ,NoiseCancel Headphones,228.54,1,Paid,228.54,0.0,No complaint,,228.54,False
101018,2023-12-12,C0002, Accessories ,USB-C Cable,15.31,2,Paid,30.62,0.0,No complaint,,30.62,False
101088,2023-12-14,C0006,Accessories,USB-C Cable,14.75,1,Paid,14.75,0.0,Product Defect,1.0,14.75,False
100515,2023-12-02,C0243,Electronics,Tablet A,533.0,1,Paid,533.0,0.0,No complaint,,533.0,False
100693,2023-12-06,C0001, Accessories,Laptop Sleeve,26.83,2,Paid,53.66,0.0,No complaint,,53.66,False
